indice_tiempo,empresa,direccion,localidad,provincia,region,producto,precio,fecha_vigencia,empresabandera,latitud,longitud,geojson,abreviatura_provincia,latitud_rad,longitud_rad,cantidad_estaciones_alrededor
2024-09,COMBUSTIBLES PARANA SAS,AV. DE LAS AMERICAS 5171,PARANA,ENTRE RIOS,,Gas Oil Grado 3,1419.0,2024-09-01 18:20:00,BLANCA,-31.78869,-60.51624,"{""type"":""Point"",""coordinates"":[-60.51624,-31.78869]}",ER,-0.5548173053957962,-1.0562076389270934,3
2024-08,COMBUSTIBLES QUEQUEN S.A,578 Nº2778,NECOCHEA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1375.0,2024-08-31 20:36:00,PUMA,-38.53444,-58.707815,"{""type"":""Point"",""coordinates"":[-58.707815,-38.53444]}",BA,-0.6725528534122036,-1.0246446684017148,3
2024-08,COMBUSTIBLES QUEQUEN S.A.,59 N* 996,NECOCHEA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1375.0,2024-08-31 20:38:00,PUMA,-38.566355,-58.723133,"{""type"":""Point"",""coordinates"":[-58.723133,-38.566355]}",BA,-0.6731098752429777,-1.0249120179365352,4
2024-08,COMBUSTIBLES QUEQUEN S.A.,AV.75 N 1794,NECOCHEA,BUENOS AIRES,,Gas Oil Grado 3,1375.0,2024-08-31 20:41:00,PUMA,-38.566738,-58.738759,"{""type"":""Point"",""coordinates"":[-58.738759,-38.566738]}",BA,-0.6731165598540129,-1.025184743085452,3
2024-08,COMBUSTIBLES QUEQUEN SA,AV CIRCUNVALACION Y RUTA 227,QUEQUEN,BUENOS AIRES,,Gas Oil Grado 3,1375.0,2024-08-31 20:10:00,PUMA,-38.52892,-58.702595,"{""type"":""Point"",""coordinates"":[-58.702595,-38.52892]}",BA,-0.6724565112374936,-1.0245535622147608,3
2024-09,COMBUSTIBLES RAUL ALONSO SA,AV COLON 4098,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1409.0,2024-09-01 00:00:00,YPF,-37.9961,-57.56526,"{""type"":""Point"",""coordinates"":[-57.56526,-37.9961]}",BA,-0.6631570479170175,-1.004703321766591,4
2024-09,COMBUSTIBLES RIOJANOS SAS,AVDA ORTIZ DE OCAMPO ESQUINA CERRO AZUL 0,LA FALDA,CORDOBA,,Gas Oil Grado 3,1375.0,2024-09-01 14:00:00,AXION,-31.089151,-64.488913,"{""type"":""Point"",""coordinates"":[-64.488913,-31.089151]}",CBA,-0.5426080465996876,-1.125543862882174,9
2024-09,COMBUSTIBLES RIOJANOS SAS,AVENIDA ORTIZ DE OCAMPO Y MARTIRES DE LA DICTADURA,LA RIOJA,LA RIOJA,,Gas Oil Grado 3,1375.0,2024-09-01 14:00:00,REFINOR,-29.439401,-66.859476,"{""type"":""Point"",""coordinates"":[-66.859476,-29.439401]}",LR,-0.5138144772649111,-1.1669179923581283,4
2024-08,COMBUSTIBLES RIVADAVIA SRL,Antartida Argentina 389,AMERICA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1348.0,2024-08-12 19:50:00,PUMA,-35.492403,-62.983686,"{""type"":""Point"",""coordinates"":[-62.983686,-35.492403]}",BA,-0.619459291794713,-1.0992726957422572,3
2024-09,COMBUSTIBLES RUTA 26,AV. PRESIDENTE PERON 3602,GRAL. PACHECO,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1346.0,2024-09-03 00:00:00,YPF,-34.445978,-58.676884,"{""type"":""Point"",""coordinates"":[-58.676884,-34.445978]}",BA,-0.6011957301695312,-1.0241048206107806,3
2024-09,COMBUSTIBLES RUTA 26 S.A.,RUTA 26 Y PANAMERICANA ACCESO PILAR,DEL VISO,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1369.0,2024-09-03 00:00:00,YPF,-34.44177,-58.78243,"{""type"":""Point"",""coordinates"":[-58.78243,-34.44177]}",BA,-0.6011222867146073,-1.0259469458230903,7
2024-09,COMBUSTIBLES SANTO TOMAS S.R.L.,SAN MARTIN Y ROCA 915,SANTO TOME,CORRIENTES,NEA,Gas Oil Grado 3,1439.0,2024-09-02 10:12:00,PUMA,-28.54795,-56.04113,"{""type"":""Point"",""coordinates"":[-56.04113,-28.54795]}",Cts,-0.4982557221947152,-0.9781022350381698,11
2024-09,COMBUSTIBLES S.A.,RUTA NAC.12 ACCESO NORTE ESQUINA - QUINTA Nº 4,ESQUINA,CORRIENTES,NEA,Gas Oil Grado 3,1439.0,2024-09-01 00:00:00,YPF,-29.99674,-59.5226,"{""type"":""Point"",""coordinates"":[-59.5226,-29.99674]}",Cts,-0.5235418778646839,-1.0388653493475768,3
2024-09,COMBUSTIBLES S.A.,SANTA RITA 375,ESQUINA,CORRIENTES,NEA,Gas Oil Grado 3,1439.0,2024-09-01 00:00:00,YPF,-30.0196378715966,-59.5332513716888,"{""type"":""Point"",""coordinates"":[-59.5332513716888,-30.0196378715966]}",Cts,-0.5239415211157434,-1.0390512508534,2
2024-09,COMBUSTIBLES SERRANOS S.A.,AV. ESPAÑA 643,LA FALDA,CORDOBA,CENTRO,Gas Oil Grado 3,1416.0,2024-09-02 14:00:00,AXION,-31.100668,-64.482787,"{""type"":""Point"",""coordinates"":[-64.482787,-31.100668]}",CBA,-0.5428090561696398,-1.1254369440121967,4
2024-09,COMBUSTIBLES SERRANOS S.A.,BUENOS AIRES 397,LA FALDA,CORDOBA,CENTRO,Gas Oil Grado 3,1416.0,2024-09-02 14:00:00,AXION,-31.089151,-64.488913,"{""type"":""Point"",""coordinates"":[-64.488913,-31.089151]}",CBA,-0.5426080465996876,-1.125543862882174,9
2024-09,COMBUSTIBLES SERRANOS S.R.L.,DEL VALLE 450,BALCARCE,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-37.84421,-58.25887,"{""type"":""Point"",""coordinates"":[-58.25887,-37.84421]}",BA,-0.6605060673161632,-1.0168090999913488,3
2024-08,COMBUSTIBLES SIMOSA S.R.L.,EVA PERON 402,TEMPERLEY,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1399.0,2024-08-01 06:30:00,SHELL C.A.P.S.A.,-34.776859,-58.391527,"{""type"":""Point"",""coordinates"":[-58.391527,-34.776859]}",BA,-0.6069706930518227,-1.019124401417167,3
2024-09,COMBUSTIBLES TAFI VIEJO S.R.L.,AVENIDA ROCA 50,TAFI VIEJO,TUCUMAN,CUYO,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-26.742595,-65.258083,"{""type"":""Point"",""coordinates"":[-65.258083,-26.742595]}",T,-0.466746333277373,-1.1389684118897387,7
2024-09,COMBUSTIBLES TEJEDOR SRL,RUTA NAC. N°226 KM.556,CARLOS TEJEDOR,BUENOS AIRES,,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,GULF,-35.40694,-62.4447,"{""type"":""Point"",""coordinates"":[-62.4447,-35.40694]}",BA,-0.617967681056081,-1.089865615420103,3
2024-09,COMBUSTIBLES TRES ARROYOS SA,Avenida 9 de Julio 160,ORENSE,BUENOS AIRES,,Gas Oil Grado 3,1409.0,2024-09-01 12:26:00,SHELL C.A.P.S.A.,-38.6897,-59.7811,"{""type"":""Point"",""coordinates"":[-59.7811,-38.6897]}",BA,-0.6752626516088501,-1.0433770254639823,3
2024-09,COMBUSTIBLES TRES ARROYOS SA,Avenida Rivadavia 402,TRES ARROYOS,BUENOS AIRES,,Gas Oil Grado 3,1409.0,2024-09-01 12:23:00,SHELL C.A.P.S.A.,-38.38007,-60.27942,"{""type"":""Point"",""coordinates"":[-60.27942,-38.38007]}",BA,-0.6698585886459001,-1.0520743501925203,3
2024-09,COMBUSTIBLES TRES ARROYOS SA,RUTA 73 Y CALLE 24,CLAROMECO,BUENOS AIRES,,Gas Oil Grado 3,1409.0,2024-09-01 12:24:00,SHELL C.A.P.S.A.,-38.85203,-60.0733,"{""type"":""Point"",""coordinates"":[-60.0733,-38.85203]}",BA,-0.6780958445836125,-1.0484768775383095,3
2024-09,COMBUSTIBLES TRES ARROYOS SA,SAN MARTIN 801,TRES ARROYOS,BUENOS AIRES,,Gas Oil Grado 3,1409.0,2024-09-01 12:21:00,SHELL C.A.P.S.A.,-38.370686,-60.283377,"{""type"":""Point"",""coordinates"":[-60.283377,-38.370686]}",BA,-0.6696948069488929,-1.0521434128710216,8
2024-09,COMBUSTIBLES VEINTICINCO S.R.L.,AV. DARDO ROCHA Nº 2065,PILAR,BUENOS AIRES,,Gas Oil Grado 3,1369.0,2024-09-03 00:00:00,YPF,-34.475413,-58.902509,"{""type"":""Point"",""coordinates"":[-58.902509,-34.475413]}",BA,-0.6017094678348559,-1.0280427197355926,4
2024-08,COMBUSTIBLES VICTORIA SRL,25 de mayo 375,VICTORIA,ENTRE RIOS,,Gas Oil Grado 3,1429.0,2024-08-06 12:36:00,SHELL C.A.P.S.A.,-32.615036,-60.160781,"{""type"":""Point"",""coordinates"":[-60.160781,-32.615036]}",ER,-0.5692397638564813,-1.0500037090212466,7
2024-08,COMBUSTIBLES VILLA MARIA SA,Buenos Aires 2189,VILLA MARIA,CORDOBA,CENTRO,Gas Oil Grado 3,1388.0,2024-08-08 08:54:00,AXION,-32.40339,-63.2317,"{""type"":""Point"",""coordinates"":[-63.2317,-32.40339]}",CBA,-0.5655458443078054,-1.1036013566332985,3
2024-09,COMBUSTIBLES Y LUBRICANTES RANELAGH SRL,CALLE 137 2997,BERAZATEGUI,BUENOS AIRES,,Gas Oil Grado 3,1394.0,2024-09-02 10:34:00,SHELL C.A.P.S.A.,-34.78264,-58.209734,"{""type"":""Point"",""coordinates"":[-58.209734,-34.78264]}",BA,-0.6070715905358804,-1.0159515150100888,4
2024-09,COMBUSTIBLES Y LUBRICANTES SAN VICENTE SRL,Ruta Nac. 14 y Democracia 976,SAN VICENTE,MISIONES,NEA,Gas Oil Grado 3,1499.0,2024-09-02 10:46:00,SHELL C.A.P.S.A.,-26.99121,-54.48841,"{""type"":""Point"",""coordinates"":[-54.48841,-26.99121]}",Ms,-0.47108548359721863,-0.9510021586766035,3
2024-09,COMBUSTIBLES Y SERVICIOS EL CRUCE S. A.,ruta nacional 7 km 694.5,VILLA MERCEDES,SAN LUIS,CUYO,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-33.64849,-65.45024,"{""type"":""Point"",""coordinates"":[-65.45024,-33.64849]}",SL,-0.5872769388243868,-1.1423221842204934,7
2024-09,COMBUSTIBLES Y SERVICIOS S.A.,CAMINO CENTENARIO  ESQUINA GUEMES Nº 50,CITY BELL,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1334.0,2024-09-01 00:00:00,YPF,-34.86819,-58.03853,"{""type"":""Point"",""coordinates"":[-58.03853,-34.86819]}",BA,-0.6085647197109616,-1.0129634415175046,3
2024-09,COMBYLU SA,28 N° 5,LA PLATA,BUENOS AIRES,,Gas Oil Grado 3,1415.0,2024-09-01 15:38:00,AXION,-34.9205585539992,-57.9905032073402,"{""type"":""Point"",""coordinates"":[-57.9905032073402,-34.9205585539992]}",BA,-0.6094787234027561,-1.0121252158564182,7
2024-09,COMERCIAL ARGON S.A.,PERU 1310 ESQ. GUTIERREZ,MENDOZA,MENDOZA,PATAGONIA,Gas Oil Grado 3,1370.0,2024-09-04 15:00:00,AXION,-32.88662,-68.84792,"{""type"":""Point"",""coordinates"":[-68.84792,-32.88662]}",Mza,-0.5739797988522176,-1.2016228871496544,4
2024-09,COMERCIAL BAHIA BLANCA S.A.,AV. ALEM 2095,BAHIA BLANCA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1422.0,2024-09-01 06:00:00,SHELL C.A.P.S.A.,-38.692775,-62.279279,"{""type"":""Point"",""coordinates"":[-62.279279,-38.692775]}",BA,-0.6753163204833489,-1.0869784743181616,8
2024-09,COMERCIAL BAHIA BLANCA S.A.,AV. SARMIENTO Y FRAGATA SARMIENTO,BAHIA BLANCA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1422.0,2024-09-01 06:00:00,SHELL C.A.P.S.A.,-38.69964,-62.244112,"{""type"":""Point"",""coordinates"":[-62.244112,-38.69964]}",BA,-0.6754361373364984,-1.0863646943801126,3
2024-09,COMERCIAL BAHIA BLANCA S.A.,OHIGGINS 401,BAHIA BLANCA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1422.0,2024-09-01 06:00:00,SHELL C.A.P.S.A.,-38.72348,-62.27074,"{""type"":""Point"",""coordinates"":[-62.27074,-38.72348]}",BA,-0.6758522238301738,-1.0868294406533339,12
2024-09,COMERCIAL CHACABUCO SH,J.R.VIDAL 2210,CORRIENTES,CORRIENTES,NEA,Gas Oil Grado 3,1471.0,2024-09-01 06:00:00,SHELL C.A.P.S.A.,-27.4857819993617,-58.8162568217571,"{""type"":""Point"",""coordinates"":[-58.8162568217571,-27.4857819993617]}",Cts,-0.4797173933742516,-1.026537335238237,3
2024-09,COMERCIAL DE PETROLEO S.R.L.,24 DE SET. ESQ. SARMIENTO (NO),MONTEROS,TUCUMAN,CUYO,Gas Oil Grado 3,1400.0,2024-09-01 00:00:00,YPF,-27.16553,-65.49512,"{""type"":""Point"",""coordinates"":[-65.49512,-27.16553]}",T,-0.4741279415492952,-1.1431054879887885,3
2024-09,COMERCIAL  DIEGO  SRL,ESPAÑA 100,RUFINO,SANTA FE,CENTRO,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-34.262,-62.712706,"{""type"":""Point"",""coordinates"":[-62.712706,-34.262]}",SF,-0.5979847083182972,-1.0945432025352029,7
2024-09,COMERCIAL DIEGO SRL,RUTA 7 KM 368,DIEGO DE ALVEAR,SANTA FE,CENTRO,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-34.39946,-62.11793,"{""type"":""Point"",""coordinates"":[-62.11793,-34.39946]}",SF,-0.6003838379080886,-1.0841624030233612,3
2024-09,COMERCIAL FUTURO S.A.,AVDA SAN MARTIN Y GUALEGUY,STROBEL,ENTRE RIOS,CENTRO,Gas Oil Grado 3,1417.0,2024-09-03 10:50:00,SHELL C.A.P.S.A.,-32.053674,-60.61607,"{""type"":""Point"",""coordinates"":[-60.61607,-32.053674]}",ER,-0.5594421486609009,-1.0579500011193592,3
2024-09,COMERCIAL FUTURO S.A.,Jose Hernandez y Pedro Serrano,DIAMANTE,ENTRE RIOS,,Gas Oil Grado 3,1417.0,2024-09-03 10:51:00,SHELL C.A.P.S.A.,-32.06555,-60.63666,"{""type"":""Point"",""coordinates"":[-60.63666,-32.06555]}",ER,-0.5596494239628678,-1.058309364412345,3
2024-09,COMERCIAL MANITTA HNOS S.R.L.,AZCUÉNAGA 745,LUJAN DE CUYO,MENDOZA,CUYO,Gas Oil Grado 3,1334.0,2024-09-01 00:00:00,YPF,-33.0367,-68.86836,"{""type"":""Point"",""coordinates"":[-68.86836,-33.0367]}",Mza,-0.5765991889936107,-1.201979632448762,3
2024-09,COMERCIAL MANITTA HNOS S.R.L.,SAN MARTÍN 489,LUJAN DE CUYO,MENDOZA,CUYO,Gas Oil Grado 3,1334.0,2024-09-01 00:00:00,YPF,-33.03682,-68.87872,"{""type"":""Point"",""coordinates"":[-68.87872,-33.03682]}",Mza,-0.5766012833887131,-1.2021604485592687,3
2024-08,COMERCIAL RANQUELES S.R.L.,AV. 9 DE JULIO 693,CNEL. MOLDES,CORDOBA,,Gas Oil Grado 3,1385.0,2024-08-07 21:00:00,AXION,-33.62627,-64.60398,"{""type"":""Point"",""coordinates"":[-64.60398,-33.62627]}",CBA,-0.5868891266645936,-1.1275521608925665,3
2024-09,COMERCIAL SANTA MARTA S.A,Presidente Illia 4895 Ruta 8 km 32.500,SAN MIGUEL,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1334.0,2024-09-01 00:00:00,YPF,-34.52396,-58.71397,"{""type"":""Point"",""coordinates"":[-58.71397,-34.52396]}",BA,-0.6025567728268216,-1.0247520934171752,4
2024-08,COMERCIAL TRANSYMAT S.R.L.,Vicente Saadi 1º de mayo,SANTA MARIA,CATAMARCA,NOA,Gas Oil Grado 3,1373.0,2024-08-06 10:33:00,DAPSA S.A.,-26.699583,-66.047568,"{""type"":""Point"",""coordinates"":[-66.047568,-26.699583]}",C,-0.4659956322595052,-1.1527475245348462,3
2024-08,COMFA S.R.L.,BVD. OROÑO 1392,SAN LORENZO,SANTA FE,CENTRO,Gas Oil Grado 3,1361.0,2024-08-02 11:17:00,PUMA,-32.733686,-60.742235,"{""type"":""Point"",""coordinates"":[-60.742235,-32.733686]}",SF,-0.5713105970139726,-1.0601519957701377,3
2024-09,COMPIL S.R.L.,9 DE JULIO 202,PILAR,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1407.0,2024-09-01 12:19:00,AXION,-34.45043,-58.9062,"{""type"":""Point"",""coordinates"":[-58.9062,-34.45043]}",BA,-0.60127343222783,-1.0281071398382837,14
2024-09,COMPLEJO DEL PARQUE S.A.,AVENIDA SOLDATI 86,SAN MIGUEL DE TUCUMAN,TUCUMAN,CUYO,Gas Oil Grado 3,1394.0,2024-09-01 21:53:00,REFINOR,-26.8319,-65.1946,"{""type"":""Point"",""coordinates"":[-65.1946,-26.8319]}",T,-0.4683049995658665,-1.1378604245206951,19
2024-09,CONAFE S.R.L.,AV.ALBERDI 399,ROSARIO,SANTA FE,CENTRO,Gas Oil Grado 3,1433.0,2024-09-02 09:42:00,SHELL C.A.P.S.A.,-32.923697,-60.679156,"{""type"":""Point"",""coordinates"":[-60.679156,-32.923697]}",SF,-0.5746269145789795,-1.0590510595312723,9
2024-09,CONCEPCIÓN SERVICIOS S.A.,BALBIN Y UNCAL 550,CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,Gas Oil Grado 3,1439.0,2024-09-01 06:00:00,DAPSA S.A.,-32.47866,-58.26249,"{""type"":""Point"",""coordinates"":[-58.26249,-32.47866]}",ER,-0.5668595536357814,-1.016872280910271,3
2024-08,CONCORD GAS SA,SAAVEDRA 61,SAN JOSE,MENDOZA,CUYO,Gas Oil Grado 3,1343.0,2024-08-06 09:31:00,AXION,-32.891659,-68.829724,"{""type"":""Point"",""coordinates"":[-68.829724,-32.891659]}",Mza,-0.5740677459932255,-1.2013053070389614,12
2024-09,CONCORGAS SA,Av. Eva peron 2249,CONCORDIA,ENTRE RIOS,CENTRO,Gas Oil Grado 3,1419.0,2024-09-01 00:00:00,YPF,-31.368973,-58.010924,"{""type"":""Point"",""coordinates"":[-58.010924,-31.368973]}",ER,-0.5474918618192032,-1.012481625924199,3
2024-09,CONJUNTO LOS CERROS S.A.,AV CHAMPAGNAT S/N,LAS HERAS,MENDOZA,,Gas Oil Grado 3,1334.0,2024-09-01 00:00:00,YPF,-32.859843,-68.88356,"{""type"":""Point"",""coordinates"":[-68.88356,-32.859843]}",Mza,-0.5735124520384111,-1.2022449224950653,3
2024-09,CONSTANTINO RAUL ALONSO,AV. S. ZABALZA 356,BENITO JUAREZ,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-37.67213,-59.80691,"{""type"":""Point"",""coordinates"":[-59.80691,-37.67213]}",BA,-0.6575027047393315,-1.043827494943922,7
2024-09,CONSTANTINO RAUL ALONSO,RUTA 3 KM 401,BENITO JUAREZ,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-37.6468,-59.85897,"{""type"":""Point"",""coordinates"":[-59.85897,-37.6468]}",BA,-0.6570606128398012,-1.0447361133525102,7
2024-09,CONSTITUYENTES 1806 S.A.,AV.CONSTITUYENTES 1806,SAN MARTIN,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1371.0,2024-09-02 09:34:00,SHELL C.A.P.S.A.,-34.564332,-58.514533,"{""type"":""Point"",""coordinates"":[-58.514533,-34.564332]}",BA,-0.6032613971524367,-1.021271261116875,4
2024-09,CONSTRUCTORA EDIFICAR SA,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,NEA,Gas Oil Grado 3,1471.0,2024-09-01 11:54:00,SHELL C.A.P.S.A.,-27.46775,-58.81284,"{""type"":""Point"",""coordinates"":[-58.81284,-27.46775]}",Cts,-0.4794026756146724,-1.0264777004486219,7
2024-09,CONTERGAS S.A.,Camino General.Belgrano 6491,BERAZATEGUI,BUENOS AIRES,,Gas Oil Grado 3,1368.0,2024-09-02 13:55:00,PUMA,-34.8183517572606,-58.1961204923768,"{""type"":""Point"",""coordinates"":[-58.1961204923768,-34.8183517572606]}",BA,-0.607694878281751,-1.0157139144793188,4
2024-09,CONVAC SA,RUTA 12 KM 941,SALADAS,CORRIENTES,NEA,Gas Oil Grado 3,1471.0,2024-09-02 12:22:00,SHELL C.A.P.S.A.,-28.2453,-58.70453,"{""type"":""Point"",""coordinates"":[-58.70453,-28.2453]}",Cts,-0.4929734832135544,-1.0245873343357867,3
2024-08,COOP. AGR. DE SARGENTO CABRAL LTDA.,BELGRANO Y SARMIENTO,SARGENTO CABRAL,SANTA FE,CENTRO,Gas Oil Grado 3,1390.0,2024-08-01 12:32:00,BLANCA,-33.43243,-60.6309,"{""type"":""Point"",""coordinates"":[-60.6309,-33.43243]}",SF,-0.5835059804425278,-1.05820883344743,3
2024-09,COOP.AGRIC.GANAD.LTDA.,SAN MARTÍN S/N,SAN MIGUEL,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1260.0,2024-09-03 08:00:00,BLANCA,-37.452994,-63.124012,"{""type"":""Point"",""coordinates"":[-63.124012,-37.452994]}",BA,-0.6536780600296811,-1.1017218464684109,1
2024-09,COOP.AGROP.E.MARTINI LTDA,AVDA SAN MARTIN 154,EMBAJADOR MARTINI,LA PAMPA,PATAGONIA,Gas Oil Grado 3,1392.0,2024-09-01 00:00:00,YPF,-35.38598,-64.28706,"{""type"":""Point"",""coordinates"":[-64.28706,-35.38598]}",LP,-0.6176018600448632,-1.1220208634271458,3
2024-09,COOP. DE ELECT. Y AGUAS CTES DE G. LEVALLE LTDA.,UGARTE 120,GRAL. LEVALLE,CORDOBA,CENTRO,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-34.00942,-63.92128,"{""type"":""Point"",""coordinates"":[-63.92128,-34.00942]}",CBA,-0.5935763556936099,-1.115636798089201,3
2024-09,COOP DEFENSA DE AGRICULTORES LTDA,AVDA. JUAN XXIII Nº 331,CHACABUCO,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1389.0,2024-09-02 08:54:00,PUMA,-34.64117,-60.48277,"{""type"":""Point"",""coordinates"":[-60.48277,-34.64117]}",BA,-0.6046024732430841,-1.0556234772264508,4
2024-08,COOPERATIVA AGRICOLA DE GRAL ROJO LTDA.,San Martin 95,GRAL. ROJO,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1315.0,2024-08-06 08:20:00,PUMA,-33.475,-60.2879,"{""type"":""Point"",""coordinates"":[-60.2879,-33.475]}",BA,-0.5842489671051019,-1.0522223541130895,2
2024-09,COOPERATIVA AGRICOLA GANADERA LIMITADA DE ACEVEDO,RUTA NAC. 188 KM. 50,ACEVEDO,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1420.0,2024-09-03 09:24:00,BLANCA,-33.756327,-60.443716,"{""type"":""Point"",""coordinates"":[-60.443716,-33.756327]}",BA,-0.5891590495298599,-1.054941856340377,1
2024-09,COOPERATIVA AGRÍCOLA GANADERA LTDA. DE PUAN,10 DE NOVIEMBRE Y ADELA NEUMANN,BORDENAVE,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1429.0,2024-09-03 13:09:00,BLANCA,-37.80237,-63.03973,"{""type"":""Point"",""coordinates"":[-63.03973,-37.80237]}",BA,-0.6597758215571289,-1.100250848068245,3
2024-09,COOPERATIVA AGRÍCOLA GANADERA LTDA. DE PUAN,ESPAÑA Y MORENO,PUAN,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1429.0,2024-09-03 13:07:00,SHELL C.A.P.S.A.,-37.546332,-62.76916,"{""type"":""Point"",""coordinates"":[-62.76916,-37.546332]}",BA,-0.6553071154469076,-1.095528510711124,3
2024-09,COOPERATIVA AGRICOLA MIXTA DE MONTECARLO LIMITADA,AV. EL LIBERTADOR 2628,MONTECARLO,MISIONES,NEA,Gas Oil Grado 3,1473.0,2024-09-01 00:00:00,YPF,-26.5697,-54.75358,"{""type"":""Point"",""coordinates"":[-54.75358,-26.5697]}",Ms,-0.4637287462671374,-0.9556302482541168,3
2024-09,COOPERATIVA AGRÍCOLA MIXTA DE MONTE CARLO LIMITADA,RUTA 11 EL ALCAZAR,EL ALCAZAR,MISIONES,NEA,Gas Oil Grado 3,1515.0,2024-09-03 17:06:00,BLANCA,-26.705844,-54.818233,"{""type"":""Point"",""coordinates"":[-54.818233,-26.705844]}",Ms,-0.46610490732397253,-0.9567586559754087,3
2024-09,COOPERATIVA AGROP.DARREGUEIRA LTDA.,HIPOLITO IRIGOYEN 98,DARREGUEIRA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-37.68781,-63.15986,"{""type"":""Point"",""coordinates"":[-63.15986,-37.68781]}",BA,-0.6577763723660441,-1.1023475120986659,3
2024-09,COOPERATIVA AGROP. DE LOPEZ LTDA.,Avenida Buenos Airs 1199,LOPEZ,SANTA FE,CENTRO,Gas Oil Grado 3,1375.0,2024-09-02 10:12:00,YPF,-31.90745,-61.28033,"{""type"":""Point"",""coordinates"":[-61.28033,-31.90745]}",SF,-0.5568900584154647,-1.0695435252086567,3
2024-08,COOPERATIVA AGROPECUARIA CARLOS CASADO DE CASILDA LTDA.,HIPOLITO YRIGOYEN 2759,CASILDA,SANTA FE,CENTRO,Gas Oil Grado 3,1224.0,2024-08-02 08:11:00,BLANCA,-33.0476,-61.17342,"{""type"":""Point"",""coordinates"":[-61.17342,-33.0476]}",SF,-0.5767894298820782,-1.0676775937053495,7
2024-08,COOPERATIVA AGROPECUARIA DE ARMSTRONG LTDA,SANGUINETTI 1344,AMSTRONG,SANTA FE,,Gas Oil Grado 3,1300.0,2024-08-06 09:06:00,PUMA,-32.787702,-61.601111,"{""type"":""Point"",""coordinates"":[-61.601111,-32.787702]}",SF,-0.5722533540627299,-1.0751422098364967,1
2024-09,COOPERATIVA AGROPECUARIA DE GRANJEROS UNIDOS DE CHACABUCO LIMITADA,Balcarce 304,CHACABUCO,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-34.64359,-60.45874,"{""type"":""Point"",""coordinates"":[-60.45874,-34.64359]}",BA,-0.6046447102109824,-1.0552040746071965,3
2024-09,COOPERATIVA AGROPECUARIA EL PROGRESO DE HENDERSON LIMITADA,FLORIDA 400,HENDERSON,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,1375.0,2024-09-01 00:00:00,YPF,-36.3028,-61.71575,"{""type"":""Point"",""coordinates"":[-61.71575,-36.3028]}",BA,-0.6336033876929974,-1.0771430378376905,7
2024-09,COOPERATIVA AGROPECUARIA FAMAILLA LIMITADA,AV.SAN MARTIN ESQ.RIVADAVIA,FAMAILLA,TUCUMAN,CUYO,Gas Oil Grado 3,1375.0,2024-09-01 11:45:00,BLANCA,-27.05276,-65.40381,"{""type"":""Point"",""coordinates"":[-65.40381,-27.05276]}",T,-0.4721597337518212,-1.1415118278487923,3
