indice_tiempo,empresa,direccion,localidad,provincia,region,producto,precio,fecha_vigencia,empresabandera,latitud,longitud,geojson,abreviatura_provincia,latitud_rad,longitud_rad,cantidad_estaciones_alrededor
2024-09,BORTOLON Y URQUIZA COMBUSTIBLES S.R.L.,RUTA PROVINCIAL Nº1 S/N ACCESO  SUR 0,FREYRE,CORDOBA,CENTRO,GNC,662.0,2024-09-02 12:05:00,AXION,-31.17637,-62.10305,"{""type"":""Point"",""coordinates"":[-62.10305,-31.17637]}",CBA,-0.5441303053199845,-1.0839026980306645,4
2024-08,BOSQUES GAS S.A.,"RUTA 36 KM 29,5 ESQ. AV. BOSQUES",BOSQUES,BUENOS AIRES,,GNC,550.0,2024-08-02 13:53:00,AXION,-34.811353,-58.230393,"{""type"":""Point"",""coordinates"":[-58.230393,-34.811353]}",BA,-0.6075727269240055,-1.0163120825802585,8
2024-08,BRAGADO GAS SRL,BRAGADO 6001,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,GNC,370.0,2024-08-09 13:00:00,BLANCA,-34.653877,-58.503274,"{""type"":""Point"",""coordinates"":[-58.503274,-34.653877]}",CABA,-0.604824252231135,-1.021074754496393,5
2024-08,BRAVO ANISILDO ANGEL,MARTIN FIERRO 151,LAS VARILLAS,CORDOBA,CENTRO,GNC,699.0,2024-08-06 14:00:00,BLANCA,-31.868337,-62.708913,"{""type"":""Point"",""coordinates"":[-62.708913,-31.868337]}",CBA,-0.5562074077851321,-1.094477002196675,4
2024-08,BUCCOLINI Y CIA SRL,CARLOS PELLEGRINI 1007,SALTA,SALTA,NOA,GNC,642.0,2024-08-07 14:39:00,YPF,-24.80234,-65.41608,"{""type"":""Point"",""coordinates"":[-65.41608,-24.80234]}",S,-0.4328824951990904,-1.1417259797480122,4
2024-08,BUDAS KINGDOM S.R.L.,DOLORES PRATS 1973 ESQ. AV. PTE. PERON,HAEDO,BUENOS AIRES,,GNC,439.0,2024-08-01 06:00:00,PUMA,-34.635264,-58.597968,"{""type"":""Point"",""coordinates"":[-58.597968,-34.635264]}",BA,-0.6044993940974613,-1.0227274765782766,4
2024-08,BUENOS AIRES PETROLEO S.A.,AV. INT. LAGO MARSINO 1105,PILAR,BUENOS AIRES,PAMPEANA,GNC,545.0,2024-08-07 15:47:00,SHELL C.A.P.S.A.,-34.454735,-58.892255,"{""type"":""Point"",""coordinates"":[-58.892255,-34.454735]}",BA,-0.6013485686521285,-1.027863753674093,4
2024-09,BUZANCY S.A,AV. PTE ILLIA 773,BELLA VISTA,BUENOS AIRES,PAMPEANA,GNC,479.9,2024-09-03 13:41:00,YPF,-34.55868,-58.66639,"{""type"":""Point"",""coordinates"":[-58.66639,-34.55868]}",BA,-0.603162751143114,-1.0239216657590762,4
2024-09,CAMAROTTI JAVIER Y RODRIGO SH,OVIDIO LAGOS 1702 Y TUCUMAN,CASILDA,SANTA FE,CENTRO,GNC,719.0,2024-09-02 14:35:00,YPF,-33.047,-61.16203,"{""type"":""Point"",""coordinates"":[-61.16203,-33.047]}",SF,-0.5767789579065661,-1.0674788007035474,8
2024-08,CAMINO DEL PERU COMBUSTIBLES SRL,CAMINO DEL PERU 650,YERBA BUENA,TUCUMAN,,GNC,593.0,2024-08-09 22:25:00,REFINOR,-26.80819,-65.26264,"{""type"":""Point"",""coordinates"":[-65.26264,-26.80819]}",T,-0.4678911820002187,-1.1390479465437522,8
2024-09,CANANDES S.A.,BOULOGNE SUR MER Nº 550,LAS HERAS,MENDOZA,,GNC,530.0,2024-09-02 14:07:00,DAPSA S.A.,-32.860514,-68.859018,"{""type"":""Point"",""coordinates"":[-68.859018,-32.860514]}",Mza,-0.573524163197692,-1.2018165837900407,4
2024-09,CAPPRI HNOS. S.H.,OCTAVIO PINTOS 2568,CORDOBA,CORDOBA,CENTRO,GNC,579.0,2024-09-01 13:25:00,SHELL C.A.P.S.A.,-31.3906,-64.21379,"{""type"":""Point"",""coordinates"":[-64.21379,-31.3906]}",CBA,-0.547869324176532,-1.1207420606842096,4
2024-08,CAPRI S.A.,AV.IGNACIO DE LA ROZA 5442 OESTE,RIVADAVIA,SAN JUAN,CUYO,GNC,559.0,2024-08-14 22:00:00,PUMA,-31.5383,-68.59254,"{""type"":""Point"",""coordinates"":[-68.59254,-31.5383]}",SJ,-0.5504471754817276,-1.1971656653059113,4
2024-08,CAPRI S.A.,AV. LIBERTADOR SAN MARTÍN 3490 (O),SANTA LUCIA,SAN JUAN,CUYO,GNC,559.0,2024-08-14 22:00:00,PUMA,-31.533527,-68.480036,"{""type"":""Point"",""coordinates"":[-68.480036,-31.533527]}",SJ,-0.5503638709165299,-1.1952021000842477,3
2024-08,CARGAS S.R.L.,9 DE JULIO 1694,CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,GNC,615.0,2024-08-06 11:00:00,BLANCA,-32.475425,-58.303244,"{""type"":""Point"",""coordinates"":[-58.303244,-32.475425]}",ER,-0.5668030922344796,-1.0175835723936288,0
2024-08,CARGAS S.R.L.,9 DE JULIO 1694,CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,GNC,615.0,2024-08-06 11:00:00,BLANCA,-32.487619,-58.249577,"{""type"":""Point"",""coordinates"":[-58.249577,-32.487619]}",ER,-0.5670159176834677,-1.0166469065439612,9
2024-08,CARLOS ALBERTO VISCARRA,AV. SORRENTO 1270,ROSARIO,SANTA FE,CENTRO,GNC,520.0,2024-08-02 14:10:00,PUMA,-32.90714,-60.6956,"{""type"":""Point"",""coordinates"":[-60.6956,-32.90714]}",SF,-0.5743379404147267,-1.0593380614734702,4
2024-09,CARLOS H. PASKVAN,Av Peron 906,TANDIL,BUENOS AIRES,PAMPEANA,GNC,669.0,2024-09-03 08:23:00,PUMA,-37.325751,-59.14746,"{""type"":""Point"",""coordinates"":[-59.14746,-37.325751]}",BA,-0.651457250729566,-1.0323179211916453,4
2024-09,CARLOS PESSI SRL,Ameghino 1120,SANTA ROSA,LA PAMPA,PATAGONIA,GNC,582.0,2024-09-04 18:21:00,YPF,-36.63156,-64.29572,"{""type"":""Point"",""coordinates"":[-64.29572,-36.63156]}",LP,-0.6393413321418541,-1.1221720089403686,9
2024-08,CARNICER MICHAEL DANIEL,AV. ROCA 3450,SAN MIGUEL DE TUCUMAN,TUCUMAN,CUYO,GNC,596.0,2024-08-09 22:01:00,AXION,-26.834814,-65.250967,"{""type"":""Point"",""coordinates"":[-65.250967,-26.834814]}",T,-0.46835585846026967,-1.138844214260167,4
2024-08,CAR OKEY S.A.,MONSEÑOR BUFANO 5440,LA TABLADA,BUENOS AIRES,PAMPEANA,GNC,499.0,2024-08-05 16:01:00,PUMA,-34.699434,-58.540995,"{""type"":""Point"",""coordinates"":[-58.540995,-34.699434]}",BA,-0.605619371878466,-1.0217331101435378,9
2024-09,CASA ALARCIA SACIFIAG,ruta 1 y 18 km1,MACACHIN,LA PAMPA,PATAGONIA,GNC,582.0,2024-09-02 14:10:00,YPF,-37.12338,-63.66752,"{""type"":""Point"",""coordinates"":[-63.66752,-37.12338]}",LP,-0.6479252104690125,-1.1112078505793401,4
2024-08,CASARES COMBUSTIBLES S.R.L.,R. MOURAS Y RUTA NAC. 5,CARLOS CASARES,BUENOS AIRES,PAMPEANA,GNC,690.0,2024-08-01 15:40:00,SHELL C.A.P.S.A.,-35.63622,-61.35358,"{""type"":""Point"",""coordinates"":[-61.35358,-35.63622]}",BA,-0.6219693719650536,-1.0708219788857425,4
2024-09,CASTRO BARROS GNC SA,CASTRO BARROS 1425,CORDOBA,CORDOBA,CENTRO,GNC,588.0,2024-09-02 14:44:00,SHELL C.A.P.S.A.,-31.392564,-64.203259,"{""type"":""Point"",""coordinates"":[-64.203259,-31.392564]}",CBA,-0.5479036024430411,-1.120558260060682,8
2024-09,CAVIRAMA S.R.L.,Av. H. Yrigoyen 435,SAN SALVADOR DE JUJUY,JUJUY,NOA,GNC,690.0,2024-09-02 23:36:00,SHELL C.A.P.S.A.,-24.19057,-65.29541,"{""type"":""Point"",""coordinates"":[-65.29541,-24.19057]}",J,-0.4222050944341647,-1.1396198909396307,8
2024-08,CAVIRAMA S.R.L.,AV. WOLLMAN 1270,LIBERTADOR GRAL. SAN MARTIN,JUJUY,NOA,GNC,675.0,2024-08-01 14:46:00,AXION,-23.82569,-64.799683,"{""type"":""Point"",""coordinates"":[-64.799683,-23.82569]}",J,-0.4158367370594878,-1.1309678225985969,8
2024-08,CENTRO BEBIDAS SRL,COLECT RP 28 ESQ 9 DE JULIO,TANTI,CORDOBA,,GNC,649.0,2024-08-01 13:08:00,SHELL C.A.P.S.A.,-31.359315,-64.55065,"{""type"":""Point"",""coordinates"":[-64.55065,-31.359315]}",CBA,-0.5473232979200455,-1.1266213768024778,4
2024-08,CEPIA SA,REPUBLICA ARGENTINA 3205,CLAYPOLE,BUENOS AIRES,PAMPEANA,GNC,529.0,2024-08-01 14:00:00,AXION,-34.815686,-58.365986,"{""type"":""Point"",""coordinates"":[-58.365986,-34.815686]}",BA,-0.6076483520404945,-1.018678626872915,4
2024-09,CEREALES DON NINO SA,AV. PRIMERA JUNTA 149,JUNIN,BUENOS AIRES,PAMPEANA,GNC,729.1,2024-09-01 10:00:00,VOY,-34.584696,-60.933256,"{""type"":""Point"",""coordinates"":[-60.933256,-34.584696]}",BA,-0.6036168160013128,-1.06348594116059,8
2024-08,CHAMPAGNAT Y COLÓN S.A.,AV. COLON 6130 Y AV. CHAMPGNAT,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,GNC,699.0,2024-08-12 07:04:00,BLANCA,-37.985829,-57.586003,"{""type"":""Point"",""coordinates"":[-57.586003,-37.985829]}",BA,-0.6629777851495452,-1.0050653554133322,13
2024-08,CHARATA SRL,RUTA 14 KM. 152,COLON,ENTRE RIOS,CENTRO,GNC,615.0,2024-08-06 13:39:00,SHELL C.A.P.S.A.,-32.257291,-58.236839,"{""type"":""Point"",""coordinates"":[-58.236839,-32.257291]}",ER,-0.5629959357239342,-1.0164245865038422,4
2024-08,CHILABERT 1990 SRL,Chilabert 1990,VILLA CELINA,BUENOS AIRES,PAMPEANA,GNC,479.0,2024-08-06 12:52:00,YPF,-34.69064,-58.48132,"{""type"":""Point"",""coordinates"":[-58.48132,-34.69064]}",BA,-0.6054658876240457,-1.02069158491241,4
2024-08,CHIMBAS S.R.L,MENDOZA 601 NORTE,CHIMBAS,SAN JUAN,CUYO,GNC,559.0,2024-08-22 13:55:00,SHELL C.A.P.S.A.,-31.50373,-68.531878,"{""type"":""Point"",""coordinates"":[-68.531878,-31.50373]}",SJ,-0.5498438151593132,-1.1961069136750666,4
2024-08,CHIQUI GARCÍA SRL,AVDA SAN LORENZO (OESTE) 1049,CONCORDIA,ENTRE RIOS,CENTRO,GNC,698.0,2024-08-02 06:00:00,AXION,-31.38156,-58.03704,"{""type"":""Point"",""coordinates"":[-58.03704,-31.38156]}",ER,-0.5477115464121517,-1.0129374361116499,4
2024-08,CINKO S.R.L.,AV. BERNARDINO RIVADAVIA 601 Y FREIRE,AVELLANEDA,BUENOS AIRES,PAMPEANA,GNC,439.0,2024-08-01 18:06:00,PUMA,-34.66812,-58.38832,"{""type"":""Point"",""coordinates"":[-58.38832,-34.66812]}",BA,-0.6050728394764966,-1.0190684287080556,4
2024-08,CIUDAD DE EZEIZA S.R.L.,"RUTA 205 33,5",EZEIZA,BUENOS AIRES,PAMPEANA,GNC,549.0,2024-08-03 14:00:00,AXION,-34.85012,-58.51745,"{""type"":""Point"",""coordinates"":[-58.51745,-34.85012]}",BA,-0.6082493387151262,-1.0213221723711556,4
2024-08,CLASA S.A.,INDEPENDENCIA 3305,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,GNC,699.0,2024-08-12 00:54:00,SHELL C.A.P.S.A.,-38.0092,-57.56368,"{""type"":""Point"",""coordinates"":[-57.56368,-38.0092]}",BA,-0.6633856860490287,-1.0046757455644095,13
2024-09,CLEMAR ANGIONI S.A.,JUAN DE GARAY 5971,RECREO SUR,SANTA FE,CENTRO,GNC,685.0,2024-09-04 13:10:00,DAPSA S.A.,-31.55437,-60.72605,"{""type"":""Point"",""coordinates"":[-60.72605,-31.55437]}",SF,-0.5507276498925231,-1.0598695142307026,4
2024-08,CMF SA,CALLE 7 Y 85,LA PLATA,BUENOS AIRES,PAMPEANA,GNC,579.0,2024-08-09 15:02:00,AXION,-34.94092,-57.91425,"{""type"":""Point"",""coordinates"":[-57.91425,-34.94092]}",BA,-0.6098340976759371,-1.0107943463231261,4
2024-08,COHIUE S.A.,R. LOPEZ ESQ A. BARANDA,QUILMES,BUENOS AIRES,PAMPEANA,GNC,519.0,2024-08-01 14:47:00,BLANCA,-34.723598,-58.27078,"{""type"":""Point"",""coordinates"":[-58.27078,-34.723598]}",BA,-0.6060411132389181,-1.0170169687052615,4
2024-08,COLOPOTO SA,MARCELO T DE ALVEAR 4691,CASEROS,BUENOS AIRES,PAMPEANA,GNC,479.0,2024-08-01 13:21:00,SHELL C.A.P.S.A.,-34.625728,-58.563108,"{""type"":""Point"",""coordinates"":[-58.563108,-34.625728]}",BA,-0.6043329594999912,-1.0221190548010313,9
2024-09,COLORADA TRECE S.A.,LA GLORIA ESQ AMIN 1813,TUPUNGATO,MENDOZA,CUYO,GNC,539.0,2024-09-04 14:52:00,YPF,-33.349995,-69.150889,"{""type"":""Point"",""coordinates"":[-69.150889,-33.349995]}",Mza,-0.5820672182736463,-1.2069106937311291,4
2024-09,COLORADA TRECE S.A.,TENIENTE CORONEL SASSO 32 Y GRAL SAN MARTIN 315 32,LA CONSULTA,MENDOZA,,GNC,539.9,2024-09-04 15:14:00,SHELL C.A.P.S.A.,-33.731915,-69.119523,"{""type"":""Point"",""coordinates"":[-69.119523,-33.731915]}",Mza,-0.5887329797528631,-1.2063632537579485,8
2024-08,COMBEC S.A.,AV. H. YRIGOYEN 20795,GLEW,BUENOS AIRES,PAMPEANA,GNC,549.0,2024-08-09 21:49:00,BLANCA,-34.88772,-58.38974,"{""type"":""Point"",""coordinates"":[-58.38974,-34.88772]}",BA,-0.6089055825138762,-1.019093212383434,6
2024-08,COMBUSTIBLE 2000 S.A,Daigonal Buchard 3791,CASEROS,BUENOS AIRES,PAMPEANA,GNC,479.7,2024-08-03 17:00:00,BLANCA,-34.610161,-58.548479,"{""type"":""Point"",""coordinates"":[-58.548479,-34.610161]}",BA,-0.6040612640953331,-1.021863730584757,0
2024-09,COMBUSTIBLES AFA S.A.,AVENIDA FUERZA AEREA 2750,CORDOBA,CORDOBA,,GNC,649.9,2024-09-04 23:07:00,YPF,-31.430997,-64.225192,"{""type"":""Point"",""coordinates"":[-64.225192,-31.430997]}",CBA,-0.5485743848344602,-1.120941063125522,5
2024-08,COMBUSTIBLES BARCELÓ S.R.L.,GRAL. ACHA Y RUTA N° 40,RAWSON,SAN JUAN,CUYO,GNC,558.0,2024-08-19 14:00:00,YPF,-31.5754,-68.51888,"{""type"":""Point"",""coordinates"":[-68.51888,-31.5754]}",SJ,-0.5510946926342175,-1.1958800557788922,4
2024-08,COMBUSTIBLES BARCELÓ SRL,JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215),POCITOS,SAN JUAN,CUYO,GNC,558.0,2024-08-19 14:00:00,YPF,-31.65859,-68.5663,"{""type"":""Point"",""coordinates"":[-68.5663,-31.65859]}",SJ,-0.5525466320389516,-1.196707690910188,4
2024-08,COMBUSTIBLES BARCELO S.R.L.,MAURIN CALLE 6 Y 7,POCITOS,SAN JUAN,,GNC,557.0,2024-08-19 14:00:00,YPF,-31.65573,-68.5766,"{""type"":""Point"",""coordinates"":[-68.5766,-31.65573]}",SJ,-0.5524967156223446,-1.1968874598231434,7
2024-09,COMBUSTIBLES BARRANCAS S.R.L.,MARESCA 821,BARRANCAS,SANTA FE,CENTRO,GNC,669.0,2024-09-01 00:53:00,AXION,-32.23136,-60.99163,"{""type"":""Point"",""coordinates"":[-60.99163,-32.23136]}",SF,-0.5625433543955995,-1.0645047596581492,4
2024-09,COMBUSTIBLES DE PINAMAR,"RUTA 2 KM 51,500",CNEL. BRANDSEN,BUENOS AIRES,PAMPEANA,GNC,629.0,2024-09-01 19:15:00,AXION,-34.989028,-58.141284,"{""type"":""Point"",""coordinates"":[-58.141284,-34.989028]}",BA,-0.6106737406724865,-1.0147568371370987,4
2024-08,COMBUSTIBLES DI GIORGO HERMANOS S.A.,Camino general belgrano N° 7951,BERAZATEGUI,BUENOS AIRES,,GNC,540.0,2024-08-03 10:30:00,SHELL C.A.P.S.A.,-34.828672,-58.179601,"{""type"":""Point"",""coordinates"":[-58.179601,-34.828672]}",BA,-0.6078750004971585,-1.0154255949465854,4
2024-09,COMBUSTIBLES ESCALADA 4000 S.R.L.,REMEDIOS DE ESCALADA DE SAN MARTIN 3999,LANUS,BUENOS AIRES,PAMPEANA,GNC,499.9,2024-09-01 09:41:00,SHELL C.A.P.S.A.,-34.66526,-58.41716,"{""type"":""Point"",""coordinates"":[-58.41716,-34.66526]}",BA,-0.6050229230598896,-1.0195717816643308,10
2024-08,COMBUSTIBLES LA CELESTINA S.A.,Manuel Obarrio 330,MORENO,BUENOS AIRES,PAMPEANA,GNC,590.0,2024-08-06 14:00:00,SHELL C.A.P.S.A.,-34.657745,-58.808312,"{""type"":""Point"",""coordinates"":[-58.808312,-34.657745]}",BA,-0.6048917615666021,-1.0263986719400915,4
2024-08,COMBUSTIBLES LITORAL S A,galarza 1701,CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,GNC,615.0,2024-08-06 14:09:00,AXION,-32.4872,-58.25029,"{""type"":""Point"",""coordinates"":[-58.25029,-32.4872]}",ER,-0.5670086047539018,-1.0166593507415278,9
2024-09,COMBUSTIBLES LITORAL S A,PRIMERA JUNTA Y NOGOYA,GUALEGUAYCHU,ENTRE RIOS,CENTRO,GNC,679.0,2024-09-02 14:22:00,BLANCA,-32.99968,-58.52343,"{""type"":""Point"",""coordinates"":[-58.52343,-32.99968]}",ER,-0.5759530681045223,-1.021426543060425,8
2024-09,COMBUSTIBLES LITORAL S A,RUTA 14 KM 54,GUALEGUAYCHU,ENTRE RIOS,CENTRO,GNC,679.0,2024-09-02 14:23:00,BLANCA,-33.05453,-58.62365,"{""type"":""Point"",""coordinates"":[-58.62365,-33.05453]}",ER,-0.5769103811992412,-1.0231757120367737,8
2024-09,COMBUSTIBLES LITORAL SA,RUTA NAC 14 KM 83,GUALEGUAYCHU,ENTRE RIOS,CENTRO,GNC,679.0,2024-09-02 14:20:00,AXION,-32.808254,-58.522977,"{""type"":""Point"",""coordinates"":[-58.522977,-32.808254]}",ER,-0.5726120541305997,-1.0214186367189135,4
2024-08,COMBUSTIBLES NUEVO CUYO S.R.L.,COMANDANTE CABOT OESTE 623,SAN JUAN,SAN JUAN,CUYO,GNC,558.1,2024-08-15 15:00:00,YPF,-31.55735,-68.53374,"{""type"":""Point"",""coordinates"":[-68.53374,-31.55735]}",SJ,-0.5507796607042326,-1.1961394117057385,4
2024-08,COMBUSTIBLES QUEQUEN S.A.,59 N* 996,NECOCHEA,BUENOS AIRES,PAMPEANA,GNC,699.0,2024-08-12 21:31:00,PUMA,-38.566355,-58.723133,"{""type"":""Point"",""coordinates"":[-58.723133,-38.566355]}",BA,-0.6731098752429777,-1.0249120179365352,4
2024-08,COMBUSTIBLES RAUL ALONSO SA,AV COLON 4098,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,GNC,699.0,2024-08-12 13:40:00,YPF,-37.9961,-57.56526,"{""type"":""Point"",""coordinates"":[-57.56526,-37.9961]}",BA,-0.6631570479170175,-1.004703321766591,4
2024-08,COMBUSTIBLES RIOJANOS SAS,AVDA ORTIZ DE OCAMPO ESQUINA CERRO AZUL 0,LA FALDA,CORDOBA,,GNC,649.0,2024-08-05 22:00:00,AXION,-31.089151,-64.488913,"{""type"":""Point"",""coordinates"":[-64.488913,-31.089151]}",CBA,-0.5426080465996876,-1.125543862882174,9
2024-08,COMBUSTIBLES RIOJANOS SAS,AVENIDA ORTIZ DE OCAMPO Y MARTIRES DE LA DICTADURA,LA RIOJA,LA RIOJA,,GNC,649.0,2024-08-05 22:00:00,REFINOR,-29.439401,-66.859476,"{""type"":""Point"",""coordinates"":[-66.859476,-29.439401]}",LR,-0.5138144772649111,-1.1669179923581283,4
2024-08,COMBUSTIBLES SERRANOS S.A.,AV. ESPAÑA 643,LA FALDA,CORDOBA,CENTRO,GNC,649.0,2024-08-06 18:00:00,AXION,-31.100668,-64.482787,"{""type"":""Point"",""coordinates"":[-64.482787,-31.100668]}",CBA,-0.5428090561696398,-1.1254369440121967,4
2024-08,COMBUSTIBLES SERRANOS S.A.,BUENOS AIRES 397 ESQ. LUGONES,LA FALDA,CORDOBA,CENTRO,GNC,649.0,2024-08-06 18:00:00,AXION,-31.089151,-64.488913,"{""type"":""Point"",""coordinates"":[-64.488913,-31.089151]}",CBA,-0.5426080465996876,-1.125543862882174,9
2024-08,COMBUSTIBLES VEINTICINCO S.R.L.,AV. DARDO ROCHA Nº 2065,PILAR,BUENOS AIRES,,GNC,549.0,2024-08-08 15:07:00,YPF,-34.475413,-58.902509,"{""type"":""Point"",""coordinates"":[-58.902509,-34.475413]}",BA,-0.6017094678348559,-1.0280427197355926,4
2024-08,COMBUSTIBLES Y LUBRICANTES RANELAGH SRL,CALLE 137 2997,BERAZATEGUI,BUENOS AIRES,,GNC,540.0,2024-08-03 12:01:00,SHELL C.A.P.S.A.,-34.78264,-58.209734,"{""type"":""Point"",""coordinates"":[-58.209734,-34.78264]}",BA,-0.6070715905358804,-1.0159515150100888,4
2024-08,COMBUSTIBLES Y SERVICIOS SRL,BENAVIDEZ 899 OESTE,CHIMBAS,SAN JUAN,CUYO,GNC,559.0,2024-08-15 09:15:00,BLANCA,-31.510939,-68.542685,"{""type"":""Point"",""coordinates"":[-68.542685,-31.510939]}",SJ,-0.5499696359450895,-1.1962955314073296,4
2024-09,COMERCIAL ARGON S.A.,PERU 1310 ESQ. GUTIERREZ,MENDOZA,MENDOZA,PATAGONIA,GNC,529.9,2024-09-03 15:00:00,AXION,-32.88662,-68.84792,"{""type"":""Point"",""coordinates"":[-68.84792,-32.88662]}",Mza,-0.5739797988522176,-1.2016228871496544,4
2024-09,COMERCIAL BAHIA BLANCA S.A.,AV. ALEM 2095,BAHIA BLANCA,BUENOS AIRES,PAMPEANA,GNC,680.0,2024-09-03 14:00:00,SHELL C.A.P.S.A.,-38.692775,-62.279279,"{""type"":""Point"",""coordinates"":[-62.279279,-38.692775]}",BA,-0.6753163204833489,-1.0869784743181616,8
2024-08,COMERCIAL SANTA MARTA S.A,Presidente Illia 4895 Ruta 8 km 32.500,SAN MIGUEL,BUENOS AIRES,PAMPEANA,GNC,495.0,2024-08-02 14:00:00,YPF,-34.52396,-58.71397,"{""type"":""Point"",""coordinates"":[-58.71397,-34.52396]}",BA,-0.6025567728268216,-1.0247520934171752,4
2024-08,COMPAÑIA PETROLERA COPSA SA,CALLE 18 Nº 898,GRAL. PICO,LA PAMPA,PATAGONIA,GNC,620.0,2024-08-01 11:38:00,BLANCA,-35.6616,-63.75233,"{""type"":""Point"",""coordinates"":[-63.75233,-35.6616]}",LP,-0.6224123365292098,-1.1126880643179566,10
2024-08,COMPIL S.R.L.,9 DE JULIO 202,PILAR,BUENOS AIRES,PAMPEANA,GNC,549.0,2024-08-08 08:11:00,AXION,-34.45043,-58.9062,"{""type"":""Point"",""coordinates"":[-58.9062,-34.45043]}",BA,-0.60127343222783,-1.0281071398382837,14
2024-08,COMPLEJO DEL PARQUE S.A.,AVENIDA SOLDATI 86,SAN MIGUEL DE TUCUMAN,TUCUMAN,CUYO,GNC,596.0,2024-08-09 13:43:00,REFINOR,-26.8319,-65.1946,"{""type"":""Point"",""coordinates"":[-65.1946,-26.8319]}",T,-0.4683049995658665,-1.1378604245206951,19
2024-08,COM.PRI.AR. S.R.L.,RUTA 2 KM 113.5,CHASCOMUS,BUENOS AIRES,PAMPEANA,GNC,549.9,2024-08-08 14:19:00,BLANCA,-35.510204,-58.023754,"{""type"":""Point"",""coordinates"":[-58.023754,-35.510204]}",BA,-0.6197699778548605,-1.0127055516672299,0
2024-08,COM.PRI.AR.S.R.L.,RUTA2 KM 114,CHASCOMUS,BUENOS AIRES,PAMPEANA,GNC,549.9,2024-08-08 14:20:00,BLANCA,-35.515044,-58.023052,"{""type"":""Point"",""coordinates"":[-58.023052,-35.515044]}",BA,-0.6198544517906571,-1.0126932994558808,0
2024-08,CONAFE S.R.L.,AV.ALBERDI 399,ROSARIO,SANTA FE,CENTRO,GNC,540.0,2024-08-05 12:02:00,SHELL C.A.P.S.A.,-32.923697,-60.679156,"{""type"":""Point"",""coordinates"":[-60.679156,-32.923697]}",SF,-0.5746269145789795,-1.0590510595312723,9
2024-08,CONSTITUYENTES 1806 S.A.,AV.CONSTITUYENTES 1806,SAN MARTIN,BUENOS AIRES,PAMPEANA,GNC,465.0,2024-08-12 15:53:00,SHELL C.A.P.S.A.,-34.564332,-58.514533,"{""type"":""Point"",""coordinates"":[-58.514533,-34.564332]}",BA,-0.6032613971524367,-1.021271261116875,4
2024-08,CONTERGAS S.A.,Camino General.Belgrano 6491,BERAZATEGUI,BUENOS AIRES,,GNC,540.0,2024-08-03 11:31:00,PUMA,-34.8183517572606,-58.1961204923768,"{""type"":""Point"",""coordinates"":[-58.1961204923768,-34.8183517572606]}",BA,-0.607694878281751,-1.0157139144793188,4
2024-08,CONTIGAS SRL,Int. J. Loinas 1176,MARCOS JUAREZ,CORDOBA,,GNC,695.0,2024-08-07 18:53:00,BLANCA,-32.686745,-62.105394,"{""type"":""Point"",""coordinates"":[-62.105394,-32.686745]}",CBA,-0.5704913220097939,-1.0839436085483312,8
2024-08,CONYGAS SA,Avenida Savio 15,RAMALLO,BUENOS AIRES,PAMPEANA,GNC,615.9,2024-08-06 14:00:00,BLANCA,-33.481951,-60.013771,"{""type"":""Point"",""coordinates"":[-60.013771,-33.481951]}",BA,-0.584370284941408,-1.0474379004878898,0
2024-08,COOP DEFENSA DE AGRICULTORES LTDA,AVDA. JUAN XXIII Nº 331,CHACABUCO,BUENOS AIRES,PAMPEANA,GNC,661.0,2024-08-02 13:45:00,PUMA,-34.64117,-60.48277,"{""type"":""Point"",""coordinates"":[-60.48277,-34.64117]}",BA,-0.6046024732430841,-1.0556234772264508,4
2024-08,COOP DEFENSA DE AGRICULTORES LTDA,"RUTA 7 KM 212,5",CHACABUCO,BUENOS AIRES,PAMPEANA,GNC,661.0,2024-08-02 13:46:00,BLANCA,-34.623733,-60.507423,"{""type"":""Point"",""coordinates"":[-60.507423,-34.623733]}",BA,-0.6042981401814138,-1.056053753246945,0
2024-09,COOPERATIVA AGROPECUARIA POZO DEL MOLLE LTDA.,LIBERTAD 500,POZO DEL MOLLE,CORDOBA,CENTRO,GNC,695.0,2024-09-01 13:49:00,SHELL C.A.P.S.A.,-32.02224,-62.92398,"{""type"":""Point"",""coordinates"":[-62.92398,-32.02224]}",CBA,-0.5588935218638289,-1.0982306294590616,4
2024-09,COOPERATIVA DE ELECTRICIDAD Y SERVICIOS ANEXOS DE LA ZONA SUR DEL PARTIDO DE 25 DE MAYO LIMITADA,CALLE 35 N° 847,25 DE MAYO,BUENOS AIRES,PAMPEANA,GNC,660.0,2024-09-04 06:00:00,BLANCA,-35.425,-60.16962,"{""type"":""Point"",""coordinates"":[-60.16962,-35.425]}",BA,-0.6182828875189912,-1.0501579786738306,8
